"CodFam","TipIns","AñoInd","MesInd","BCVInd"
"16","1","1999","8","6435,8"
"16","1","1999","9","6683,6"
"16","1","1999","10","6711,7"
"16","1","1999","11","6829,2"
"16","1","1999","12","6291,1"
"16","1","2000","1","6298,3"
"16","1","2000","2","6303,4"
"16","1","2000","3","6325,7"
"16","1","2000","4","6462,8"
"16","1","2000","5","6670,9"
"16","1","2000","6","7783,4"
"16","1","2000","7","7783,4"
"16","1","2000","8","7783,4"
"16","1","2000","9","8470,4"
"16","1","2000","10","8470,4"
"16","1","2000","11","8470,4"
"16","1","2000","12","8470,4"
"16","1","2001","1","8481,7"
"16","1","2001","2","8481,7"
"17","1","1995","1","5364,4"
"17","1","1995","2","5770"
"17","1","1995","3","5819,6"
"17","1","1995","4","5879"
"17","1","1995","5","6055,9"
"17","1","1995","6","6277,6"
"17","1","1995","7","6555,7"
"17","1","1995","8","6681,6"
"17","1","1995","9","6720,4"
"17","1","1995","10","7898,5"
"17","1","1995","11","8909,5"
"17","1","1995","12","9477,9"
"17","1","1996","1","11888,1"
"17","1","1996","2","12257,8"
"17","1","1996","3","12603,5"
"17","1","1996","4","13242,5"
"17","1","1996","5","13367"
"17","1","1996","6","13818,8"
"17","1","1996","7","14161,5"
"17","1","1996","8","14668"
"17","1","1996","9","14668"
"17","1","1996","10","14668"
"17","1","1996","11","14668"
"17","1","1996","12","15225,4"
"17","1","1997","1","100"
"17","1","1997","2","100"
"17","1","1997","3","100"
"17","1","1997","4","100"
"17","1","1997","5","100"
"17","1","1997","6","100"
"17","1","1997","7","100"
"17","1","1997","8","100"
"17","1","1997","9","100"
"17","1","1997","10","100"
"17","1","1997","11","100"
"17","1","1997","12","100"
"17","1","1998","1","16738,4"
"17","1","1998","2","16738,4"
"17","1","1998","3","17004,5"
"17","1","1998","4","17606,5"
"17","1","1998","5","17606,5"
"17","1","1998","6","17606,5"
"17","1","1998","7","17606,5"
"17","1","1998","8","18668,2"
"17","1","1998","9","18918,4"
"17","1","1998","10","18994,1"
"17","1","1998","11","18994,1"
"17","1","1998","12","19394,9"
"17","1","1999","1","19445,3"
"17","1","1999","2","19847,8"
"17","1","1999","3","20558,1"
"17","1","1999","4","20602,5"
"17","1","1999","5","20602,5"
"17","1","1999","6","20396,5"
"17","1","1999","7","20396,5"
"17","1","1999","8","20396,5"
"17","1","1999","9","20441,4"
"17","1","1999","10","21240,7"
"17","1","1999","11","21240,7"
"17","1","1999","12","18269,5"
"17","1","2000","1","18269,5"
"17","1","2000","2","18269,5"
"17","1","2000","3","18712,2"
"17","1","2000","4","18766,3"
"17","1","2000","5","18766,3"
"17","1","2000","6","18766,3"
"17","1","2000","7","20809,7"
"17","1","2000","8","21127,9"
"17","1","2000","9","21265,9"
"17","1","2000","10","21265,9"
"17","1","2000","11","21270,1"
"17","1","2000","12","21270,1"
"17","1","2001","1","21379,5"
"17","1","2001","2","21451,7"
"18","1","1995","1","3266,1"
"18","1","1995","2","3266,1"
"18","1","1995","3","3266,1"
"18","1","1995","4","4248,9"
"18","1","1995","5","4248,9"
"18","1","1995","6","4248,9"
"18","1","1995","7","4248,9"
"18","1","1995","8","4248,9"
"18","1","1995","9","4248,9"
"18","1","1995","10","4248,9"
"18","1","1995","11","4248,9"
"18","1","1995","12","4248,9"
"18","1","1996","1","5948"
"18","1","1996","2","5948"
"18","1","1996","3","5948"
"18","1","1996","4","5948"
"18","1","1996","5","9219,4"
"18","1","1996","6","9219,4"
"18","1","1996","7","10309,1"
"18","1","1996","8","10675,6"
"18","1","1996","9","11160,3"
"18","1","1996","10","13442,6"
"18","1","1996","11","13442,6"
"18","1","1996","12","15038,2"
"18","1","1997","1","100"
"18","1","1997","2","100"
"18","1","1997","3","100"
"18","1","1997","4","100"
"18","1","1997","5","100"
"18","1","1997","6","100"
"18","1","1997","7","100"
"18","1","1997","8","100"
"18","1","1997","9","100"
"18","1","1997","10","100"
"18","1","1997","11","100"
"18","1","1997","12","100"
"18","1","1998","1","16542"
"18","1","1998","2","16542"
"18","1","1998","3","16542"
"18","1","1998","4","16542"
"18","1","1998","5","16542"
"18","1","1998","6","17339,3"
"18","1","1998","7","17339,3"
"18","1","1998","8","17339,3"
"18","1","1998","9","17339,3"
"18","1","1998","10","17339,3"
"18","1","1998","11","17339,3"
"18","1","1998","12","17339,3"
"18","1","1999","1","17339,3"
"18","1","1999","2","17339,3"
"18","1","1999","3","17339,3"
"18","1","1999","4","17339,3"
"18","1","1999","5","17339,3"
"18","1","1999","6","17165,9"
"18","1","1999","7","18613"
"18","1","1999","8","18613"
"18","1","1999","9","18613"
"18","1","1999","10","18929,4"
"18","1","1999","11","18929,4"
"18","1","1999","12","16375,9"
"18","1","2000","1","16375,9"
"18","1","2000","2","16375,9"
"18","1","2000","3","16375,9"
"18","1","2000","4","16375,9"
"18","1","2000","5","16375,9"
"18","1","2000","6","16375,9"
"18","1","2000","7","16375,9"
"18","1","2000","8","17865,2"
"18","1","2000","9","17865,2"
"18","1","2000","10","19115,7"
"18","1","2000","11","19115,7"
"18","1","2000","12","19115,7"
"18","1","2001","1","19115,7"
"18","1","2001","2","19115,7"
"19","1","1995","1","1721"
"19","1","1995","2","1721"
"19","1","1995","3","1721"
"19","1","1995","4","1730,1"
"19","1","1995","5","1730,1"
"19","1","1995","6","1730,1"
"19","1","1995","7","1730,1"
"19","1","1995","8","1730,1"
"19","1","1995","9","1742,6"
"19","1","1995","10","2079,3"
"19","1","1995","11","2205,1"
"19","1","1995","12","2744"
"19","1","1996","1","2744"
"19","1","1996","2","3018,4"
"19","1","1996","3","3049,8"
"19","1","1996","4","3220"
"19","1","1996","5","3635,4"
"19","1","1996","6","4180,7"
"19","1","1996","7","4180,7"
"19","1","1996","8","4597,8"
"19","1","1996","9","4808,8"
"19","1","1996","10","4861,2"
"19","1","1996","11","4861,2"
"19","1","1996","12","4861,2"
"19","1","1997","1","100"
"19","1","1997","2","100"
"19","1","1997","3","100"
"19","1","1997","4","100"
"19","1","1997","5","100"
"19","1","1997","6","100"
"19","1","1997","7","100"
"19","1","1997","8","100"
"19","1","1997","9","100"
"19","1","1997","10","100"
"19","1","1997","11","100"
"19","1","1997","12","100"
"19","1","1998","1","5368,8"
"19","1","1998","2","5368,8"
"19","1","1998","3","5368,8"
"19","1","1998","4","5368,8"
"19","1","1998","5","5368,8"
"19","1","1998","6","5368,8"
"19","1","1998","7","5368,8"
"19","1","1998","8","5492,8"
"19","1","1998","9","5492,8"
"19","1","1998","10","5492,8"
"19","1","1998","11","5492,8"
"19","1","1998","12","5492,8"
"19","1","1999","1","5492,8"
"19","1","1999","2","5492,8"
"19","1","1999","3","5492,8"
"19","1","1999","4","5492,8"
"19","1","1999","5","5492,8"
"19","1","1999","6","5437,9"
"19","1","1999","7","5437,9"
"19","1","1999","8","5437,9"
"19","1","1999","9","5437,9"
"19","1","1999","10","5437,9"
"19","1","1999","11","5437,9"
"19","1","1999","12","4704"
"19","1","2000","1","4704"
"19","1","2000","2","6358,5"
"19","1","2000","3","6359"
"19","1","2000","4","6359"
"19","1","2000","5","6359"
"19","1","2000","6","6358,5"
"19","1","2000","7","6358,5"
"19","1","2000","8","6358,5"
"19","1","2000","9","6358,5"
"19","1","2000","10","6769,7"
"19","1","2000","11","6769,7"
"19","1","2000","12","6769,7"
"19","1","2001","1","6769,7"
"19","1","2001","2","6769,7"
"20","1","1995","1","1342,9"
"20","1","1995","2","1460,3"
"20","1","1995","3","1508,8"
"20","1","1995","4","1707,5"
"20","1","1995","5","1712,2"
"20","1","1995","6","1718,7"
"20","1","1995","7","1752,8"
"20","1","1995","8","1826,1"
"20","1","1995","9","1826,1"
"20","1","1995","10","1865,4"
"20","1","1995","11","2262,4"
"20","1","1995","12","2512,2"
"20","1","1996","1","3181,2"
"20","1","1996","2","3659,7"
"20","1","1996","3","4105,8"
"20","1","1996","4","4442,9"
"20","1","1996","5","5754,4"
"20","1","1996","6","5754,4"
"20","1","1996","7","5754,4"
"20","1","1996","8","6357,1"
"20","1","1996","9","6418,8"
"20","1","1996","10","6418,8"
"20","1","1996","11","6418,8"
"20","1","1996","12","6418,8"
"20","1","1997","1","100"
"20","1","1997","2","100"
"20","1","1997","3","100"
"20","1","1997","4","100"
"20","1","1997","5","100"
"20","1","1997","6","100"
"20","1","1997","7","100"
"20","1","1997","8","100"
"20","1","1997","9","100"
"20","1","1997","10","100"
"20","1","1997","11","100"
"20","1","1997","12","100"
"20","1","1998","1","7075,8"
"20","1","1998","2","7281"
"20","1","1998","3","7281"
"20","1","1998","4","7281"
"20","1","1998","5","7490,7"
"20","1","1998","6","7490,7"
"20","1","1998","7","7490,7"
"20","1","1998","8","7940,9"
"20","1","1998","9","8173,6"
"20","1","1998","10","8188,3"
"20","1","1998","11","8910,5"
"20","1","1998","12","8910,5"
"20","1","1999","1","8910,5"
"20","1","1999","2","9130,6"
"20","1","1999","3","9130,6"
"20","1","1999","4","9553,3"
"20","1","1999","5","9710"
"20","1","1999","6","9612,9"
"20","1","1999","7","9612,9"
"20","1","1999","8","9612,9"
"20","1","1999","9","9612,9"
"20","1","1999","10","9618,7"
"20","1","1999","11","9619,7"
"20","1","1999","12","7665,1"
"20","1","2000","1","7665,1"
"20","1","2000","2","8124,4"
"20","1","2000","3","8626"
"20","1","2000","4","8626"
"20","1","2000","5","8770"
"20","1","2000","6","8770"
"20","1","2000","7","8770"
"20","1","2000","8","8770"
"20","1","2000","9","8770"
"20","1","2000","10","8770"
"20","1","2000","11","8770"
"20","1","2000","12","8779,8"
"20","1","2001","1","8779,8"
"20","1","2001","2","8904,6"
"22","1","1995","1","1412,9"
"22","1","1995","2","1412,9"
"22","1","1995","3","1576,2"
"22","1","1995","4","1576,2"
"22","1","1995","5","1576,2"
"22","1","1995","6","1576,2"
"22","1","1995","7","1576,2"
"22","1","1995","8","1576,5"
"22","1","1995","9","1576,5"
"22","1","1995","10","1591,9"
"22","1","1995","11","1591,9"
"22","1","1995","12","1637"
"22","1","1996","1","1979,8"
"22","1","1996","2","3045,3"
"22","1","1996","3","3077,9"
"22","1","1996","4","3356,8"
"22","1","1996","5","3430"
"22","1","1996","6","3430"
"22","1","1996","7","3460,9"
"22","1","1996","8","3659,9"
"22","1","1996","9","3682,6"
"22","1","1996","10","3826,2"
"22","1","1996","11","3826,2"
"22","1","1996","12","3826,2"
"22","1","1997","1","100"
"22","1","1997","2","100"
"22","1","1997","3","100"
"22","1","1997","4","100"
"22","1","1997","5","100"
"22","1","1997","6","100"
"22","1","1997","7","100"
"22","1","1997","8","100"
"22","1","1997","9","100"
"22","1","1997","10","100"
"22","1","1997","11","100"
"22","1","1997","12","100"
"22","1","1998","1","4552,9"
"22","1","1998","2","5456,2"
"22","1","1998","3","5475,3"
"22","1","1998","4","5475,3"
"22","1","1998","5","5494,5"
"22","1","1998","6","5536,3"
"22","1","1998","7","5571,7"
"22","1","1998","8","5623,5"
"22","1","1998","9","5658,9"
"22","1","1998","10","5892"
"22","1","1998","11","6142,4"
"22","1","1998","12","6142,4"
"22","1","1999","1","6146,1"
"22","1","1999","2","6146,1"
"22","1","1999","3","6146,1"
"22","1","1999","4","6146,1"
"22","1","1999","5","6186,7"
"22","1","1999","6","6145,9"
"22","1","1999","7","6187,7"
"22","1","1999","8","6208,7"
"22","1","1999","9","6250,9"
"22","1","1999","10","6327,8"
"22","1","1999","11","6327,8"
"22","1","1999","12","5489"
"22","1","2000","1","5627,3"
"22","1","2000","2","5652,8"
"22","1","2000","3","5652,8"
"22","1","2000","4","5652,8"
"22","1","2000","5","5930,9"
"22","1","2000","6","5930,9"
"22","1","2000","7","5930,9"
"22","1","2000","8","5930,9"
"22","1","2000","9","6025"
"22","1","2000","10","6078,7"
"22","1","2000","11","6078,7"
"22","1","2000","12","6869,2"
"22","1","2001","1","7040"
"22","1","2001","2","7040"
"23","1","1995","1","1336,5"
"23","1","1995","2","1374,3"
"23","1","1995","3","1405,9"
"23","1","1995","4","1473,8"
"23","1","1995","5","1473,8"
"23","1","1995","6","1520,4"
"23","1","1995","7","1532,4"
"23","1","1995","8","1572,4"
"23","1","1995","9","1603,8"
"23","1","1995","10","1617,4"
"23","1","1995","11","1663"
"23","1","1995","12","1682,8"
"23","1","1996","1","2207,5"
"23","1","1996","2","2232"
"23","1","1996","3","2264,8"
"23","1","1996","4","2287,7"
"23","1","1996","5","2928,7"
"23","1","1996","6","2964,7"
"23","1","1996","7","2991,4"
"23","1","1996","8","3141,4"
"23","1","1996","9","3195,1"
"23","1","1996","10","3227,1"
"23","1","1996","11","3264,5"
"23","1","1996","12","3300,4"
"23","1","1997","1","100"
"23","1","1997","2","100"
"23","1","1997","3","100"
"23","1","1997","4","100"
"23","1","1997","5","100"
"23","1","1997","6","100"
"23","1","1997","7","100"
"23","1","1997","8","100"
"23","1","1997","9","100"
"23","1","1997","10","100"
"23","1","1997","11","100"
"23","1","1997","12","100"
"23","1","1998","1","3771"
"23","1","1998","2","3900,7"
"23","1","1998","3","3901,5"
"23","1","1998","4","3902,3"
"23","1","1998","5","3951,9"
"23","1","1998","6","3967,3"
"23","1","1998","7","3991,9"
"23","1","1998","8","4039"
"23","1","1998","9","4180"
"23","1","1998","10","4186,7"
"23","1","1998","11","4208,9"
"23","1","1998","12","4362,9"
"23","1","1999","1","4375,6"
"23","1","1999","2","4471,9"
"23","1","1999","3","4474,1"
"23","1","1999","4","4602,1"
"23","1","1999","5","4702,4"
"23","1","1999","6","4698,2"
"23","1","1999","7","4719,3"
"23","1","1999","8","4738,2"
"23","1","1999","9","4856,7"
"23","1","1999","10","4886,8"
"23","1","1999","11","4886,8"
"23","1","1999","12","4359,1"
"23","1","2000","1","4368,8"
"23","1","2000","2","4368,8"
"23","1","2000","3","4657,7"
"23","1","2000","4","4669,4"
"23","1","2000","5","4688,7"
"23","1","2000","6","4697,6"
"23","1","2000","7","4721,4"
"23","1","2000","8","4745,4"
"23","1","2000","9","4769,7"
"23","1","2000","10","4794,3"
"23","1","2000","11","4819"
"23","1","2000","12","4844"
"23","1","2001","1","4856"
"23","1","2001","2","4901,3"
"24","1","1995","1","722,3"
"24","1","1995","2","722,3"
"24","1","1995","3","722,3"
"24","1","1995","4","722,3"
"24","1","1995","5","722,3"
"24","1","1995","6","722,3"
"24","1","1995","7","728,1"
"24","1","1995","8","728,1"
"24","1","1995","9","1290,1"
"24","1","1995","10","1290,1"
"24","1","1995","11","1290,1"
"24","1","1995","12","1290,1"
"24","1","1996","1","1317,6"
"24","1","1996","2","1318,9"
"24","1","1996","3","1318,9"
"24","1","1996","4","7068,6"
"24","1","1996","5","7068,6"
"24","1","1996","6","7144,9"
"24","1","1996","7","7144,9"
"24","1","1996","8","7403,4"
"24","1","1996","9","7281,4"
"24","1","1996","10","7289,4"
"24","1","1996","11","7289,4"
"24","1","1996","12","7299,6"
"24","1","1997","1","100"
"24","1","1997","2","100"
"24","1","1997","3","100"
"24","1","1997","4","100"
"24","1","1997","5","100"
"24","1","1997","6","100"
"24","1","1997","7","100"
"24","1","1997","8","100"
"24","1","1997","9","100"
"24","1","1997","10","100"
"24","1","1997","11","100"
"24","1","1997","12","100"
"24","1","1998","1","9266,8"
"24","1","1998","2","9266,8"
"24","1","1998","3","9266,8"
"24","1","1998","4","9266,8"
"24","1","1998","5","9266,8"
"24","1","1998","6","9281,6"
"24","1","1998","7","9281,6"
"24","1","1998","8","9284,4"
"24","1","1998","9","9284,4"
"24","1","1998","10","9284,4"
"24","1","1998","11","9284,4"
"24","1","1998","12","9284,4"
"24","1","1999","1","9284,4"
"24","1","1999","2","9284,4"
"24","1","1999","3","9284,4"
"24","1","1999","4","9284,4"
"24","1","1999","5","9284,4"
"24","1","1999","6","9272,3"
"24","1","1999","7","9272,3"
"24","1","1999","8","9274,2"
"24","1","1999","9","9274,2"
"24","1","1999","10","9274,2"
"24","1","1999","11","9278,8"
"24","1","1999","12","8883,1"
"24","1","2000","1","8883,1"
"24","1","2000","2","8883,1"
"24","1","2000","3","8886"
"24","1","2000","4","8886"
"24","1","2000","5","8886"
"24","1","2000","6","8893,5"
"24","1","2000","7","8905,7"
"24","1","2000","8","8905,7"
"24","1","2000","9","8949,2"
"24","1","2000","10","8949,2"
"24","1","2000","11","8949,2"
"24","1","2000","12","8949,2"
"24","1","2001","1","8949,2"
"24","1","2001","2","8949,2"
"50","1","1997","1","100"
"50","1","1997","2","100"
"50","1","1997","3","100"
"50","1","1997","4","100"
"50","1","1997","5","100"
"50","1","1997","6","100"
"50","1","1997","7","100"
"50","1","1997","8","100"
"50","1","1997","9","100"
"50","1","1997","10","100"
"50","1","1997","11","100"
"50","1","1997","12","100"
"50","1","1998","1","9245,6"
"50","1","1998","2","9347,3"
"50","1","1998","3","9673,5"
"50","1","1998","4","9853,4"
"50","1","1998","5","10056,4"
"50","1","1998","6","10142,9"
"50","1","1998","7","10470,5"
"50","1","1998","8","10593"
"50","1","1998","9","10719,1"
"50","1","1998","10","10810,2"
"50","1","1998","11","10853,4"
"50","1","1998","12","10907,7"
"50","1","1999","1","11013,5"
"50","1","1999","2","11175,4"
"60","1","1997","1","100"
"60","1","1997","2","100"
"60","1","1997","3","100"
"60","1","1997","4","100"
"60","1","1997","5","100"
"60","1","1997","6","100"
"60","1","1997","7","100"
"60","1","1997","8","100"
"60","1","1997","9","100"
"60","1","1997","10","100"
"60","1","1997","11","100"
"60","1","1997","12","100"
"60","1","1998","1","23287"
"60","1","1998","2","24307,1"
"60","1","1998","3","24786,9"
"60","1","1998","4","25040,6"
"60","1","1998","5","25498"
"60","1","1998","6","26271,7"
"60","1","1998","7","26925,9"
"60","1","1998","8","27690,3"
"60","1","1998","9","28582"
"60","1","1998","10","28582,1"
"60","1","1998","11","28777,3"
"60","1","1998","12","28783,9"
"60","1","1999","1","28783,9"
"60","1","1999","2","29096,8"
"01","1","2002","1","183,32"
"01","1","2002","2","198,22"
"01","1","2002","3","213,23"
"01","1","2002","6","262,53"
"02","1","2002","1","223,4"
"02","1","2002","2","271,2"
"02","1","2002","3","277,5"
"02","1","2002","6","294,71"
"03","1","2002","1","160,95"
"03","1","2002","2","160,95"
"03","1","2002","3","167,35"
"03","1","2002","6","175,55"
"04","1","2002","1","173,91"
"04","1","2002","2","173,91"
"04","1","2002","3","219,5"
"04","1","2002","6","231,73"
"05","1","2002","1","206,85"
"05","1","2002","2","208,28"
"05","1","2002","3","237,74"
"05","1","2002","6","243,53"
"07","1","2002","1","235,07"
"07","1","2002","2","242,81"
"07","1","2002","3","257,43"
"07","1","2002","6","272,88"
"09","1","2002","1","155,97"
"09","1","2002","2","176,84"
"09","1","2002","3","182,8"
"09","1","2002","6","187,31"
"10","1","2002","1","198,92"
"10","1","2002","2","198,92"
"10","1","2002","3","220,7"
"10","1","2002","6","243,45"
"11","1","2002","1","277,28"
"11","1","2002","2","277,28"
"11","1","2002","3","276,65"
"11","1","2002","6","314,12"
"12","1","2002","1","228,88"
"12","1","2002","2","235,29"
"12","1","2002","3","257,12"
"12","1","2002","6","275,12"
"13","1","2002","1","183,04"
"13","1","2002","2","214,61"
"13","1","2002","3","216,43"
"13","1","2002","6","236,02"
"14","1","2002","1","151,96"
"14","1","2002","2","174,67"
"14","1","2002","3","189,3"
"14","1","2002","6","223,18"
"15","1","2002","1","231,94"
"15","1","2002","2","241,21"
"15","1","2002","3","282,15"
"15","1","2002","6","299,89"
"16","1","2002","1","180,08"
"16","1","2002","2","180,53"
"16","1","2002","3","210,72"
"16","1","2002","6","212,72"
"17","1","2002","1","179,58"
"17","1","2002","2","206,18"
"17","1","2002","3","215,87"
"17","1","2002","6","246,27"
"18","1","2002","1","132,19"
"18","1","2002","2","132,19"
"18","1","2002","3","147,52"
"18","1","2002","6","147,52"
"19","1","2002","1","126,68"
"19","1","2002","2","126,76"
"19","1","2002","3","130,49"
"19","1","2002","6","151,76"
"20","1","2002","1","187,75"
"20","1","2002","2","201,18"
"20","1","2002","3","236,47"
"20","1","2002","6","287,91"
"22","1","2002","1","161,99"
"22","1","2002","2","166,06"
"22","1","2002","3","169,69"
"22","1","2002","6","193,24"
"23","1","2002","1","179,57"
"23","1","2002","2","179,76"
"23","1","2002","3","180,06"
"23","1","2002","6","281,24"
"24","1","2002","1","158,32"
"24","1","2002","2","161,02"
"24","1","2002","3","165,43"
"24","1","2002","6","177"
"01","2","2002","1","159,89"
"01","2","2002","2","178,76"
"01","2","2002","3","193,38"
"01","2","2002","4","187,71"
"01","2","2002","5","199,88"
"01","2","2002","6","232,2"
"02","2","2002","1","187,74"
"02","2","2002","2","184,87"
"02","2","2002","3","186,83"
"02","2","2002","4","189,48"
"02","2","2002","5","190,48"
"02","2","2002","6","232,94"
"03","2","2002","1","177,8"
"03","2","2002","2","181,68"
"03","2","2002","3","192,37"
"03","2","2002","4","202,51"
"03","2","2002","5","200,81"
"03","2","2002","6","203,21"
"01","3","2002","5","33289,4"
"01","1","2002","7","283,34"
"01","1","2002","8","291,71"
"01","1","2002","9","307,79"
"01","1","2002","10","313,48"
"01","1","2002","11","311,04"
"01","1","2002","12","315,35"
"02","1","2002","7","320,85"
"02","1","2002","8","349,35"
"02","1","2002","9","355,17"
"02","1","2002","10","351,69"
"02","1","2002","11","350,3"
"02","1","2002","12","351,06"
"03","1","2002","7","175,55"
"03","1","2002","8","207,5"
"03","1","2002","9","218,34"
"03","1","2002","10","218,34"
"03","1","2002","11","218,38"
"03","1","2002","12","218,38"
"04","1","2002","7","231,73"
"04","1","2002","8","231,73"
"04","1","2002","9","231,73"
"04","1","2002","10","231,73"
"04","1","2002","11","231,73"
"04","1","2002","12","231,79"
"05","1","2002","7","243,55"
"05","1","2002","8","261,86"
"05","1","2002","9","276,2"
"05","1","2002","10","282,3"
"05","1","2002","11","283,83"
"05","1","2002","12","284,65"
"07","1","2002","7","277,69"
"07","1","2002","8","279,28"
"07","1","2002","9","284,42"
"07","1","2002","10","313,02"
"07","1","2002","11","309,92"
"07","1","2002","12","313,01"
"09","1","2002","7","187,6"
"09","1","2002","8","190,78"
"09","1","2002","9","193,05"
"09","1","2002","10","193,69"
"09","1","2002","11","193,69"
"09","1","2002","12","193,69"
"10","1","2002","7","260,95"
"10","1","2002","8","265,11"
"10","1","2002","9","269,48"
"10","1","2002","10","296,97"
"10","1","2002","11","296,97"
"10","1","2002","12","296,97"
"11","1","2002","7","314,12"
"11","1","2002","8","326,69"
"11","1","2002","9","326,69"
"11","1","2002","10","372,82"
"11","1","2002","11","372,82"
"11","1","2002","12","372,82"
"12","1","2002","7","291,04"
"12","1","2002","8","296,32"
"12","1","2002","9","301,71"
"12","1","2002","10","303,53"
"12","1","2002","11","307,11"
"12","1","2002","12","307,08"
"13","1","2002","7","239,57"
"13","1","2002","8","242,73"
"13","1","2002","9","249,42"
"13","1","2002","10","263,63"
"13","1","2002","11","267,26"
"13","1","2002","12","275,77"
"14","1","2002","7","235,6"
"14","1","2002","8","239,15"
"14","1","2002","9","251,09"
"14","1","2002","10","257,63"
"14","1","2002","11","254,49"
"14","1","2002","12","257,05"
"15","1","2002","7","355,11"
"15","1","2002","8","363,24"
"15","1","2002","9","374,91"
"15","1","2002","10","376,12"
"15","1","2002","11","367,21"
"15","1","2002","12","369,61"
"16","1","2002","7","217,94"
"16","1","2002","8","232,95"
"16","1","2002","9","259,21"
"16","1","2002","10","277,3"
"16","1","2002","11","277,19"
"16","1","2002","12","277,19"
"17","1","2002","7","264,56"
"17","1","2002","8","276,43"
"17","1","2002","9","288,01"
"17","1","2002","10","292,93"
"17","1","2002","11","295,77"
"17","1","2002","12","297,17"
"18","1","2002","7","147,52"
"18","1","2002","8","154,82"
"18","1","2002","9","161,03"
"18","1","2002","10","161,03"
"18","1","2002","11","188,89"
"18","1","2002","12","188,89"
"19","1","2002","7","153,02"
"19","1","2002","8","154,57"
"19","1","2002","9","157,15"
"19","1","2002","10","157,74"
"19","1","2002","11","157,64"
"19","1","2002","12","158,25"
"20","1","2002","7","322,84"
"20","1","2002","8","327,9"
"20","1","2002","9","336,2"
"20","1","2002","10","324,04"
"20","1","2002","11","315,86"
"20","1","2002","12","311,84"
"22","1","2002","7","203,09"
"22","1","2002","8","206,48"
"22","1","2002","9","217,5"
"22","1","2002","10","219"
"22","1","2002","11","252,04"
"22","1","2002","12","252"
"23","1","2002","7","287,63"
"23","1","2002","8","306,7"
"23","1","2002","9","311,79"
"23","1","2002","10","311,8"
"23","1","2002","11","311,73"
"23","1","2002","12","311,73"
"24","1","2002","7","183,55"
"24","1","2002","8","183,9"
"24","1","2002","9","183,85"
"24","1","2002","10","195,51"
"24","1","2002","11","195,51"
"24","1","2002","12","195,51"
"01","2","2002","7","252,44"
"01","2","2002","8","260,75"
"01","2","2002","9","275,93"
"01","2","2002","10","277,57"
"01","2","2002","11","271,94"
"01","2","2002","12","272,04"
"02","2","2002","7","259,19"
"02","2","2002","8","265,07"
"02","2","2002","9","283,37"
"02","2","2002","10","292,17"
"02","2","2002","11","271,4"
"02","2","2002","12","264,64"
"03","2","2002","7","214,18"
"03","2","2002","8","217,69"
"03","2","2002","9","246,52"
"03","2","2002","10","248,6"
"03","2","2002","11","251,73"
"03","2","2002","12","251,84"
"01","3","2002","6","38917,47"
"01","3","2002","7","38917,47"
"01","3","2002","8","38917,47"
"01","3","2002","9","38917,47"
"01","3","2002","10","38917,47"
"01","3","2002","11","38917,47"
"01","3","2002","12","38917,47"
"25","1","1997","12","100"
"01","1","2003","1","362,73"
"02","1","2003","1","368,01"
"03","1","2003","1","218,71"
"04","1","2003","1","259,07"
"05","1","2003","1","284,52"
"07","1","2003","1","343,99"
"09","1","2003","1","193,69"
"10","1","2003","1","296,97"
"11","1","2003","1","372,82"
"12","1","2003","1","317,17"
"13","1","2003","1","325,21"
"14","1","2003","1","275"
"15","1","2003","1","408,35"
"16","1","2003","1","269,88"
"17","1","2003","1","308,69"
"18","1","2003","1","194,33"
"19","1","2003","1","161,9"
"20","1","2003","1","325,87"
"22","1","2003","1","270,51"
"23","1","2003","1","311,73"
"24","1","2003","1","195,51"
"01","2","2003","1","305,61"
"02","2","2003","1","305,61"
"03","2","2003","1","310,56"
"01","3","2003","1","38917,47"
"50","1","2002","1","193,83"
"50","1","2002","2","208,18"
"50","1","2002","3","227,79"
"50","1","2002","4","233,21"
"50","1","2002","5","237,67"
"50","1","2002","6","260,53"
"50","1","2002","7","281,15"
"50","1","2002","8","291,22"
"50","1","2002","9","302,69"
"50","1","2002","10","306,95"
"50","1","2002","11","304,46"
"50","1","2002","12","306,29"
"50","1","2003","1","332,29"
"30","1","1997","12","100"
"31","1","1997","12","100"
"32","1","1997","12","100"
"34","1","1997","12","100"
"04","2","2003","1","275,02"
"06","1","1995","1","2838,3"
"08","1","1995","1","1875,8"
"21","1","1995","1","2689,7"
"25","1","1995","1","0"
"01","2","1995","1","0"
"02","2","1995","1","0"
"03","2","1995","1","0"
"01","3","1995","1","0"
"06","1","1995","2","2906,4"
"08","1","1995","2","1375,8"
"21","1","1995","2","2689,7"
"25","1","1995","2","0"
"01","2","1995","2","0"
"02","2","1995","2","0"
"03","2","1995","2","0"
"01","3","1995","2","0"
"06","1","1995","3","2906,4"
"08","1","1995","3","1875,8"
"21","1","1995","3","2689,7"
"25","1","1995","3","0"
"01","2","1995","3","0"
"02","2","1995","3","0"
"03","2","1995","3","0"
"01","3","1995","3","0"
"06","1","1995","4","3316,5"
"08","1","1995","4","2160,4"
"21","1","1995","4","2689,7"
"25","1","1995","4","0"
"01","2","1995","4","0"
"02","2","1995","4","0"
"03","2","1995","4","0"
"01","3","1995","4","0"
"06","1","1995","5","3316,5"
"08","1","1995","5","2180,4"
"21","1","1995","5","3031,9"
"25","1","1995","5","0"
"01","2","1995","5","0"
"02","2","1995","5","0"
